approach,sample_size,repetition,trace_variants,deviating_traces,total_deviations,num_deviating_activities,fitness,time_partitioning,time_sampling,time_alignments
Feature;100;0;80;64;76;3;0.9747508305647841;2.6266024112701416;3.6286494731903076;7.080966234207153
Feature;100;1;77;66;78;3;0.9727653631284916;2.5277180671691895;3.0093648433685303;6.850067615509033
Feature;100;2;74;58;72;3;0.9760876785121222;2.5317511558532715;4.4454755783081055;7.129845857620239
Feature;100;3;78;67;75;3;0.9751902084022495;2.5208933353424072;2.2146878242492676;6.84140682220459
Feature;100;4;76;62;72;3;0.9744408945686901;2.527055025100708;2.2393600940704346;5.250976800918579
Feature;100;5;77;68;81;3;0.9721362229102167;2.532287120819092;2.896251916885376;7.031799554824829
Feature;100;6;76;66;80;3;0.9733865602129075;2.5429584980010986;3.4017016887664795;6.805252552032471
Feature;100;7;72;62;74;3;0.9737029140014215;2.503917694091797;3.048846483230591;5.121568441390991
Feature;100;8;77;67;76;3;0.9753246753246754;2.460482120513916;2.8330776691436768;7.039807081222534
Feature;100;9;78;63;84;3;0.9735349716446124;2.6478402614593506;3.4598159790039062;7.133212089538574
Feature;200;0;150;136;167;3;0.9727124183006536;2.5308914184570312;10.432373762130737;13.648636817932129
Feature;200;1;153;126;164;3;0.9743268628678773;2.5074760913848877;10.709744215011597;13.868713855743408
Feature;200;2;146;124;152;3;0.9736431420149124;2.523646593093872;13.240574359893799;11.556340217590332
Feature;200;3;150;128;162;3;0.9747230457169606;2.7842037677764893;13.16616940498352;12.051925420761108
Feature;200;4;150;128;167;3;0.9743589743589743;2.5745303630828857;11.267927408218384;14.701374769210815
Feature;200;5;149;132;157;3;0.9743338237698218;2.5094032287597656;7.298540353775024;10.685488939285278
Feature;200;6;155;131;162;3;0.9736970287384316;2.522569179534912;9.986010313034058;8.757395267486572
Feature;200;7;148;123;148;3;0.9746401644962303;2.5250582695007324;10.598900556564331;9.436834812164307
Feature;200;8;152;137;160;3;0.9737919737919738;2.495044708251953;10.583853244781494;10.071282863616943
Feature;200;9;159;130;152;3;0.9754323581703572;2.504194974899292;11.453944206237793;10.035793781280518
Feature;300;0;217;187;218;3;0.9755331088664422;2.4922454357147217;23.066999197006226;14.60947036743164
Feature;300;1;221;198;249;3;0.9722036168787676;2.534013271331787;24.705866813659668;10.753478765487671
Feature;300;2;215;189;224;3;0.9752622860298178;2.5116381645202637;26.270955085754395;10.709385871887207
Feature;300;3;212;190;229;3;0.9745612086203066;2.527453899383545;29.399130821228027;13.995229005813599
Feature;300;4;209;190;216;3;0.9754712695889166;2.536997079849243;28.769426107406616;9.951916694641113
Feature;300;5;208;186;219;3;0.974520069808028;2.543938636779785;26.461902856826782;9.9924476146698
Feature;300;6;213;181;222;3;0.9745032732284369;2.52187442779541;28.663856267929077;9.637586116790771
Feature;300;7;215;187;231;3;0.9747430570741308;2.5477895736694336;17.66116213798523;10.153088808059692
Feature;300;8;225;196;240;3;0.9740820734341252;2.5308775901794434;24.833950996398926;10.87826681137085
Feature;300;9;222;194;241;3;0.9749323902641981;2.5333898067474365;24.979209423065186;9.696061611175537
Feature;400;0;279;245;299;3;0.9741996721028562;2.521059989929199;40.3804657459259;12.04595422744751
Feature;400;1;288;253;307;3;0.9748257482574826;2.542567014694214;42.059194803237915;11.914912462234497
Feature;400;2;284;246;294;3;0.9758362784581245;2.4970314502716064;44.89128875732422;11.624016046524048
Feature;400;3;293;258;318;3;0.9740047412736041;2.52707576751709;42.18553638458252;12.606925964355469
Feature;400;4;282;247;285;3;0.9753970994475138;2.553367853164673;39.85070562362671;7.825584888458252
Feature;400;5;275;243;303;3;0.9744562468386444;2.5439975261688232;45.57639026641846;9.916935205459595
Feature;400;6;297;263;324;3;0.9738372093023255;2.5148773193359375;45.135825395584106;11.17418622970581
Feature;400;7;276;252;303;3;0.9746146112600537;2.4968209266662598;44.38024044036865;6.960906267166138
Feature;400;8;277;240;292;3;0.9746439736019451;2.496579170227051;46.454833030700684;6.664447069168091
Feature;400;9;291;258;306;3;0.9748002964671004;2.5022871494293213;40.711490631103516;7.922215223312378
Feature;500;0;358;318;390;3;0.9745729560568522;2.468693971633911;67.36163830757141;8.523410558700562
Feature;500;1;345;310;372;3;0.9747299775830446;2.536430835723877;71.05057334899902;7.354949474334717
Feature;500;2;335;306;373;3;0.9743130638385786;2.537358283996582;70.54285097122192;7.504914999008179
Feature;500;3;345;316;379;3;0.9749868004223865;2.531015396118164;65.10000848770142;9.245376348495483
Feature;500;4;352;311;374;3;0.9758585076168345;2.741504430770874;67.69745087623596;7.350622892379761
Feature;500;5;357;320;384;3;0.9738846572361263;2.5463974475860596;75.2183473110199;5.121922016143799
Feature;500;6;355;327;394;3;0.974043085842282;2.5378456115722656;65.60461902618408;6.823380708694458
Feature;500;7;357;313;380;3;0.9743017515385135;2.5345423221588135;67.65591430664062;4.508100509643555
Feature;500;8;356;320;404;3;0.9734490010515247;2.5203022956848145;84.67556023597717;6.859692811965942
Feature;500;9;359;322;381;3;0.9747782338143784;2.5463759899139404;66.35933995246887;5.078387498855591
