approach,sample_size,repetition,trace_variants,deviating_traces,total_deviations,num_deviating_activities,fitness,time_partitioning,time_sampling,time_alignments
Random;100;0;51;38;44;3;0.9790973871733967;0.0;7.677078247070312e-05;4.224660634994507
Random;100;1;57;36;41;3;0.9806967984934086;0.0;7.343292236328125e-05;4.183829069137573
Random;100;2;59;40;46;3;0.9802575107296138;0.0;0.00017642974853515625;5.209810018539429
Random;100;3;65;44;53;3;0.9781623403378656;0.0;0.00011014938354492188;4.5938897132873535
Random;100;4;50;37;42;2;0.9798173954829409;0.0;7.295608520507812e-05;4.107777833938599
Random;100;5;56;37;45;3;0.9783236994219653;0.0;7.557868957519531e-05;3.9339473247528076
Random;100;6;61;41;47;3;0.9790272199910754;0.0;0.00016808509826660156;3.3917624950408936
Random;100;7;57;44;53;3;0.9780447390223695;0.0;7.200241088867188e-05;4.738116264343262
Random;100;8;53;40;54;3;0.9759036144578314;0.0;7.128715515136719e-05;4.379496812820435
Random;100;9;57;40;47;3;0.9783609576427256;0.0;6.961822509765625e-05;3.607539653778076
Random;200;0;116;89;108;3;0.978039853599024;0.0;0.00022411346435546875;10.21196961402893
Random;200;1;109;70;83;3;0.9808314087759815;0.0;0.00012302398681640625;8.403022527694702
Random;200;2;101;78;96;3;0.9790255625955866;0.0;0.00028395652770996094;8.47805666923523
Random;200;3;99;70;85;3;0.9806730331969077;0.0;0.000186920166015625;8.638229131698608
Random;200;4;93;64;80;3;0.9796644636502287;0.0;0.00012063980102539062;5.206228256225586
Random;200;5;109;80;98;3;0.9774089442139234;0.0;0.00029540061950683594;5.7142205238342285
Random;200;6;121;93;103;3;0.9783613445378151;0.0;0.00012540817260742188;8.132525205612183
Random;200;7;105;75;88;3;0.9795586527293845;0.0;0.0001990795135498047;6.4630866050720215
Random;200;8;93;64;76;3;0.9804878048780488;0.0;0.00012111663818359375;6.013338804244995
Random;200;9;115;77;93;3;0.9802715316079762;0.0;0.00012254714965820312;8.04387879371643
Random;300;0;159;123;152;3;0.9776634827332844;0.0;0.0001704692840576172;10.243465185165405
Random;300;1;158;114;137;3;0.9805176336746303;0.0;0.0001685619354248047;9.923753023147583
Random;300;2;139;103;135;3;0.9791183294663574;0.0;0.0001685619354248047;8.269257068634033
Random;300;3;152;114;141;3;0.9785388127853881;0.0;0.00016832351684570312;7.913330316543579
Random;300;4;160;119;143;3;0.9786630856460758;0.0;0.00016880035400390625;9.495566368103027
Random;300;5;164;126;150;3;0.9774537802495115;0.0;0.0001709461212158203;8.024134874343872
Random;300;6;164;124;148;3;0.9782640622705243;0.0;0.00016951560974121094;8.05267596244812
Random;300;7;155;118;139;3;0.9790788681517159;0.0;0.00026917457580566406;8.382511854171753
Random;300;8;151;112;136;3;0.9788260937256734;0.0;0.00017714500427246094;7.910191059112549
Random;300;9;159;116;136;3;0.9803666811029306;0.0;0.0001690387725830078;9.359801292419434
Random;400;0;206;154;189;3;0.9806352459016393;0.0;0.00024175643920898438;14.30033540725708
Random;400;1;186;145;176;3;0.9789800549384928;0.0;0.00022339820861816406;9.632661581039429
Random;400;2;205;155;190;3;0.9782981153626499;0.0;0.00022721290588378906;10.172274112701416
Random;400;3;197;153;187;3;0.9796362844386366;0.0;0.00033736228942871094;12.809092283248901
Random;400;4;203;152;186;3;0.9794088342743275;0.0;0.00024271011352539062;11.004696369171143
Random;400;5;198;163;200;3;0.9774495433532528;0.0;0.00022220611572265625;6.361730098724365
Random;400;6;195;158;188;3;0.9782909930715935;0.0;0.0004963874816894531;8.35102915763855
Random;400;7;205;161;191;3;0.9787257741145021;0.0;0.0002300739288330078;5.505773544311523
Random;400;8;188;140;183;3;0.9788854274835583;0.0;0.00022149085998535156;6.151686191558838
Random;400;9;200;152;190;3;0.9789753236693594;0.0;0.00022554397583007812;7.486999273300171
Random;500;0;258;194;232;3;0.9799481417458945;0.0;0.00027632713317871094;8.240506172180176
Random;500;1;243;188;218;3;0.9807963354474982;0.0;0.0002765655517578125;10.466715812683105
Random;500;2;236;197;241;3;0.9779000458505273;0.0;0.00030422210693359375;7.864009380340576
Random;500;3;250;190;220;3;0.9799599198396793;0.0;0.0002779960632324219;5.731567621231079
Random;500;4;236;191;228;3;0.9793758480325645;0.0;0.0007150173187255859;12.551683902740479
Random;500;5;253;195;225;3;0.9791066951434674;0.0;0.00028014183044433594;5.305783033370972
Random;500;6;250;200;256;3;0.9780634104541559;0.0;0.00029540061950683594;7.674773693084717
Random;500;7;233;184;220;3;0.9790874524714829;0.0;0.0002799034118652344;7.765497207641602
Random;500;8;233;181;227;3;0.9788502748532563;0.0;0.0004153251647949219;6.183257579803467
Random;500;9;267;202;249;3;0.9780848442175674;0.0;0.00029277801513671875;5.581095933914185
